stim_id,utt_id,speaker,canonical_text,actual_text,foil_text,target_word_index,target_word,actual_word,target_phone_sub,foil_word_index,foil_word_original,foil_word,foil_phone_sub,real_target_start,real_target_end,ref_target_start,ref_target_end,real_foil_start,real_foil_end,ref_foil_start,ref_foil_end,has_foil,align_ok,word_accuracy,utt_accuracy
R0266,096430005,09643,THE MACHINE MUST HAVE HELPED ME STAY AWAKE,THE MACHINE MUST HAVE HELPED MY STAY AWAKE,THE MACHINE MISSED HAVE HELPED ME STAY AWAKE,5,ME,MY,IY->AY@1,2,MUST,MISSED,AH->IH@1,7.569,8.631,1.234,1.315,2.964,3.504,0.587,0.749,yes,yes,3,4
R0267,096430012,09643,IT HAD VERY NEARLY COME,IT HAD VERY NEARLY CALM,,4,COME,CALM,AH->AA@1,,,,,6.067,7.629,1.364,1.846,,,,,no,yes,3,3
R0268,096430015,09643,MAYBE SOON BUT CERTAINLY NOT NOW,MAYBE SOON BUT CERTAINLY NOT NA,MAYBE SOON BIT CERTAINLY NOT NOW,5,NOW,NA,AW->AA@1,2,BUT,BIT,AH->IH@1,9.51,9.55,1.875,1.916,3.203,3.524,0.665,0.766,yes,no,3,5
R0269,096450006,09645,FINALLY SHE TURNED AND FACED HIM,FINALLY HE TURNED AND FACED HIM,FINALLY SHE TURNED END FACED HIM,1,SHE,HE,SH->HH@0,3,AND,END,AE->EH@0,1.265,1.607,0.422,0.542,2.39,2.791,0.924,1.004,yes,yes,3,4
R0270,096450014,09645,NOT THAT THERE'S ANYTHING WRONG WITH YOUR THING,NOT THIS THERE'S ANYTHING WRONG WITH YOUR THING,NOT THAT THERE'S ANYTHING WRONG WILL YOUR THING,1,THAT,THIS,AE->IH@1;T->S@2,5,WITH,WILL,DH->L@2,1.442,1.663,0.242,0.343,5.549,5.769,1.269,1.35,yes,yes,3,5
R0271,096450016,09645,DEATH ITSELF HAD COME WITHOUT PAIN,DEATH ITSELF HAS COME WITHOUT PAIN,,2,HAD,HAS,D->Z@2,,,,,2.544,2.864,0.687,0.808,,,,,no,yes,3,4
R0272,096460009,09646,SHE ALWAYS MAKE THEM MAD,SHE ALWAYS MAKE THEM MADE,SEE ALWAYS MAKE THEM MAD,4,MAD,MADE,AE->EY@1,0,SHE,SEE,SH->S@0,4.463,4.503,1.422,1.463,0.0,0.683,0.0,0.102,yes,no,3,4
R0273,096470004,09647,THIS WAS LIKE STRIKING THEIR FLAG,THIS WELL LIKE STRIKING THEIR FLAG,,1,WAS,WELL,AH->EH@1;Z->L@2,,,,,0.962,1.202,0.243,0.344,,,,,no,yes,3,4
R0274,096470014,09647,EXTREMELY LONG TIME NO WRITE,EXTREMELY LONG TIM NO WRITE,EXTREMELY LUCK TIME NO WRITE,2,TIME,TIM,AY->IH@1,1,LONG,LUCK,NG->K@2,2.208,2.348,1.006,1.228,1.425,1.867,0.724,0.926,yes,yes,3,3
R0275,096470015,09647,THE FIRST MAY BE THUS EXPLAINED,THE FACED MAY BE THUS EXPLAINED,THE FIRST MAY SEE THUS EXPLAINED,1,FIRST,FACED,ER->EY@1,3,BE,SEE,B->S@0,0.922,1.504,0.161,0.403,1.925,2.165,0.625,0.686,yes,yes,3,4
R0276,096470020,09647,MAYBE WE SHOULD GET SOME CAKE,MAYBE WE SHOULD GET SOME CAUGHT,MAYBE WE SHOULD GOT SOME CAKE,5,CAKE,CAUGHT,EY->AA@1;K->T@2,3,GET,GOT,EH->AA@1,4.804,4.864,1.204,1.625,2.653,2.995,0.763,0.903,yes,yes,3,6
R0277,096470022,09647,HER MIND STARTED FORGETTING EVERYTHING,HER MEANT STARTED FORGETTING EVERYTHING,,1,MIND,MEANT,AY->EH@1;D->T@3,,,,,1.126,1.468,0.161,0.362,,,,,no,yes,3,5
R0278,096490007,09649,THEY CLEARLY HAVE EVERYTHING THOUGHT THROUGH,THEY CLEARLY HAD EVERYTHING THOUGHT THROUGH,THE CLEARLY HAVE EVERYTHING THOUGHT THROUGH,2,HAVE,HAD,V->D@2,0,THEY,THE,EY->AH@1,2.927,4.692,0.607,0.728,0.0,1.403,0.0,0.162,yes,yes,3,4
R0279,096490009,09649,ONCE AGAIN HE HOPED IT WOULD LAST,ONCE AGAIN HUH HOPED IT WOULD LAST,ONCE AGAIN HE HOPED IT COULD LAST,2,HE,HUH,IY->AH@1,5,WOULD,COULD,W->K@0,1.244,1.966,0.626,0.706,4.313,4.734,1.413,1.554,yes,yes,3,3
R0280,096490020,09649,IT'S NOT FIRST PERSON NOW,IT'S NOT FIRST PERSON NO,,4,NOW,NO,AW->OW@1,,,,,3.925,3.965,1.55,1.591,,,,,no,no,3,4
